processed_text,sentiment
bukannya dulu sudah ada info kek ginian apa nggk berefek seharusnya sekali aturan keluar ya sudah selesai nggk perlu lagi ngeluarin edaran baru setelah 5 tahun btw nggk mungkin juga ada orang yang make uang kertas lama untuk transaksi untuk uang koinpun sekarang sudah nggk terlalu bnyk yang make berhubung inflasi tinggi sehingga mata uang dibawah rp 500 memang sudah nggk ada harganya untuk digunakan secara langsung yang ada uang lama cuman buat koleksi antar kolektor,negatif
sama bang saya dari dulu terlalu cinta sama negara ini mau ada apapun yang terjadi saya selalu berdoa yang terbaik semoga ada solusi dan bisa semakin baik kedepannya,positif
duh kalau negara dipegang manusia2x bodoh,negatif
mantap ini tetangga pada geger pastinya,negatif
abk nya pasti gede gajinya yah,netral
berarti pak faisal bahri mengetahui hal itu akan terjadi berarti sebagai pemain dong kalau sudah tau kenapa tidak tau juga mengantisipasi nya karena tidak jadi pejabat,negatif
c pada kabur karena banyak pungli tapi presidenya malah melihara ormas program utama pemerintah skrg makan bergizi gratis tapi banyak corrupt nya terus dibiarin sapa juga yang mau investasi,negatif
untung untung banyak untung apabla indonesia krisis rupiah malaysia ringgit meroket tima kasih indonesia dan warga indonesia benix kokori dan lain lainya ayoh komen ngiyir malaysia komen komen anda sangat di butuhi membantu riggit malaysia hidup media sos hidup nvidia hidup tik tok dan lain lainnya terima kasih sekali lagi indonesia ayoh komwn ngiyir malaysia ayoh maju mantap,positif
mau di bawa kemana indonesia ini cari duit susah harga pada naik dollar terbang tinggi rupiah tidak ada harganya rakyat pada lapar indonesia kembali ke zaman batu,negatif
sengaja di pelihara sambil liat kesempatan buat memperkaya diri n jabatan argh sudahlah,negatif
cankmuliadi7970 ini sudah sering dibahas cak coba lihat video video yang lama,negatif
kurang menyakinkan kepepet dollar naik harga harga naik kok senyum senyum di senuyumi buksri,negatif
sebenarnya dollar us sudah jadi sampah dunia sumber daya dunia ditukar kertas dollar us minyak mineral dibayar kertas ke arab bukan bayar emas sekarang dikibulin pake ai,netral
kebanyakn beli barang impor bikin rupiah lemah,negatif
akhir akhir ini saya terima kembalian uang pecahan 2010521 ribuan kok jelek jelek banget uangnya mohon bi ganti uang yang jelek jelek yang beredar,negatif
kenapa menjerit kan orang desa fan rakyat kecil tidak belanja pake dollar harus nya kan tidak ngaruh yakan ya,negatif
sejak januari sampai awal juni 2026 dollar amerika mendominasi semua mata uang selain syekel israel yang justru menguat lebih dari 11% terhadap dollar rupiah melemah lebih dari 6% terhadap dollar dan melemah lebih dari 20% terhadap syekel dari data yang ada terbukti bahwa israel mendominasi perekonomian seluruh dunia bahkan amerikapun tak bisa membendungnya,negatif
semenjak corona ekonomi indonesia semakin melemah semakin miris,positif
selamatkan indonesia butuh kecerdasan dan keberanian indonesia bagaikan telor di ujung tanduk utang negara setiap tahun akan tambah terus ini pertamda buruk,positif
nama besar sebesar apa biasa mereka minta proyek dulu kan ada papa minta saham orang besar tetlibat kasus ini bakal di stop,negatif
ekspor ke tempat lain dari pada dipalak 19%,negatif
tidak ada hubungannya harga saham sama hsc hsc mas ya kali asing duit triliunan baru tau kalau dssa bren bermasalah versi hscnya mereka juga dari dulu sudah tau masalahnya cuma 1 asing tidak percaya pemerintahan sekarang,negatif
ahirnya alloh akan membongkar koruptor seluruh indonesia jangan anggap koruptor itu tidak akan terbongkar sekarang bisa menari diatas penderitaan orang lain bisa ngumpulin uang sebesar gunung hud alloh pasti akan membongkarnya dan memusnahkan koruptor sekalian,negatif
makan bergizi gratis bermanfaat tidak,negatif
makan bergizi gratis adalah targetnya prabowo,negatif
kalau ada berita positif malaedesh pada tidur giliran ada berita negatif wow mereka berlambak paling ramai bersuara,positif
siapa lagi yang percaya dengan pemerintah utangnya lebih banyak dari aset bumn bangkrut semua kerena dikelola parpol maling yang wajib potong tangan,negatif
suku bunga acuan naik biasa mengerek naik bunga kredit pemilikan motor mobil kp rumah kredit usaha untuk perusahaan kartu kredit dsb bunga bank naik deposito naik obligasi naik kecenderungan orang berinvestasi di bisnis pelaku usaha akan turun kecuali dia melihat ada potensi return lebih besar dari bunga deposito obligasi,negatif
pengusaha tempe dan tahu beli bahan baku kedelai tidak pakai dollar tenang tidak usah bingung cukup pusing saja,negatif
apem heuncut beureum paling laku di timur tengahi,netral
tenang redominasi rupiah seribu rupiah lama diganti satu rupiah baru harga terasa murah bukan murahan,negatif
oli kendaraan 2 kali lipat harganya sekarang woy,netral
semua resiko ke masarakat kelas bawah sulit bergerak,netral
waduhh ratulihin bisa meriang denger ini,negatif
memperbaiki keadaan mana mungkin kerjanya menghancurkan ekonomi,negatif
saking capeknya berita buruk mulu yah bang cuma bisa berkata kan,negatif
bismillh barokalloh semoga berlanjut dan lancar serta aman,positif
kesimpulan presiden prabowo subianto menggambarkan indonesia sebagai raksasa tidur yang memiliki potensi besar namun belum tergarap secara optimal untuk membangkitkan potensi tersebut pemerintah meluncurkan beberapa program prioritas makan bergizi gratis makan bergizi gratis : fokus pada perbaikan gizi masyarakat koperasi merah putih: memperkuat ekonomi kerakyatan kampung nelayan merah putih: memberdayakan komunitas pesisir program program ini dirancang untuk mendorong pertumbuhan inklusif menciptakan lapangan kerja baru dan meningkatkan produktivitas nasional secara keseluruhan efisiensi dan realokasi fiskal pemerintah melaporkan keberhasilan penghematan anggaran sebesar rp308 triliun dengan memangkas pengeluaran yang tidak efisien seperti: acara seremonial yang berlebihan perjalanan dinas yang tidak mendesak rapat rapat yang bersifat redundan atau tumpang tindih,negatif
terima saja sudah salah milih pemimpin,netral
nah iya pilihan sebagain orang bikin ketar ketir satu penduduk negara,negatif
kalau para pejabat pemerintah mundur dari jabatannya kepercayaan investor asing makin menurun juga blok karena melihat ketidakpastian politik di indonesia intinya pemerintah sama bi juga tidak bakal tinggal diam menyikapi masalah melemah nya rupiah karena dollar,negatif
terima kasih pak prabowo subianto sudah memperhatikan petani padi sehingga saya tidak berminat untuk kerja ke kota,positif
selagi prubaya senyum kalian tenang saja,negatif
kalau tidak impor nanti di rudal sama amerika ya,negatif
pemimpin odgj pura pura memperkuat state capitalism padahal cuma membangun kroni capitalism serakah di lingkaran dia,negatif
editannya keren njir pas tokoh berasa opening marvel studio,negatif
laku tidak kira kira kalau export tumbuhan putri malu dan umbi umbian dan bagaimana caranya ya,negatif
menkeu semakin ke sini semakin aneh,negatif
dikasih pendidikan gratis malah mau yang makan gratis makan tuh,negatif
sekali lagi jangan salahkan pemerintah dan bi,negatif
jangan beli dollar beli emas saja lbh untungg,netral
kenapa kopdes tidak dibuat sebagai distributor komoditas sih koq malah kompetisi dengan minimarket dan umkm kan konyol,negatif
mundur saja pak purbaya biarin aku yang jadi menkeu,netral
krisis moneter th1998 16000 per us sekarang 18000 per us masih aman kah,positif
negara ini sudah jadi budak amerika,negatif
daya beli masyarakat didaerah saya pasuruan mandek menurun hanya motor mobil banyak yang lalu lalang tapi daya beli menurun,netral
ini yang komen pendidikan harus gratis lah memang gratis daridulu kan sd sampai sma memang gratis dari zaman sby lupada tinggal di timor leste apa bagaimana dah kritiknya salah sasaran saking terkurungnya dalam tempurung harusnya kritisi kebijakan pemerintah yang benar benar nyusahin kek sppg yang kebanyakan di kota bukan desa atau mata uang kita yang makin melemah,negatif
mission impossible itu pertanda menkeu bentar lagi digajul penggantinya paling ya mak lampir atau drakula lagi,negatif
percayakan saja semua upaya pemulihan ekonomi kepada pemerintah situasi global memang kayak gini,negatif
9:38 bacanya wans kali mas,netral
mana uu perampasan aset koruptor,negatif
0:54 pelecehan tidak sih jatohnya itu tangan dia,negatif
cek harga minyak om ampe 60 ribu per 2 liter harga beras 100 ribh 5kg,positif
makan bergizi gratis program mubajir bnyak tidak di mkan di sekolah sekolah mkan di campur saos ayam broiler gtu di mna sehat nya kock kocak,negatif
hapus makan bergizi gratis murahkan harga minyak insya allah indonesia akan jaya,negatif
btw apakah bi itu posisinya ada dibawah kementrian keuangan kah,negatif
jogetlah kau sepuasnya prabowo kau berhasil menyengsarakan rakyat biadap,negatif
penghianat banyak di negara indonesia,negatif
sudah viral kok di dunia dh3m1t b3k4s4k4n ya alam mereka itu,negatif
pertalite sering kosong ini sudah rame kok diobrolin tinggal tunggu waktu saja ini sih kl pemerintah tidak hati hati,negatif
bunga naik harga naik efisiensi lebih urgent dari pada kenaikan suku bunga,negatif
semua naik ini adalah prestasi prabowo maksa ingin jadi presiden doang tidak ada yang lain rakyat mau sejahtera negara mau bangkrut memang dia pikirin,negatif
aduhh mbak elu ngomong kok blepetan yah 0:10 4% lebih dari 4% atau 4 koma enam satu persen 0:20 dua ratus delapan puluk lima koma empat puluh tiga itu jelas jelas tulisannya koma bukan titik indonesia pake system eropa jadi pake koma bukan titik,negatif
dear team mohon dibantu freeze rekening bank direktur utama vince iswara karena mengakali sistem kominfo dan membuka outsourching agar pt espay debit indonesia koe tidak terlihat buruk di media televisi hormat saya pemilik bitcoin terbesar se asia tenggara reza,negatif
tekanan dari 1998 terus melemah mosok tekanan dari 1998 fakta rupiah itu semakin tak ada harga nya lama lama seperti kertas saja tidak ada harga nya di bawa ke luar negri,negatif
ini gua mau bikin makalah tentang inflasi,netral
soluckyme910 bodohnya orang seperti anda itu gampang banget jatoh ke narasi asing asing sekarang singapura dijadiin kambing hitam soalnya orang bodoh ya gampang banget dibodohin buat lempar kemarahan ke pihak asing mau 1 pintu ato tidak keliatan dari penerapannya saja acak acak singapura bukan kaya dari transfer pricing sebagian perusahaan sda indonesia buktinya keliatan tuh sekarang sudah 1 pintu yang kacau siapa disana ekonominya cuma concern ke harga minyak dari dampak perang iran bukan dari 1 pintu indonesia buat batubara sawit sama besi pula era globalisasi masih anti asing liat saja bos makan bergizi gratis juga keliling dunia minta minta investasi asing ke indonesia itu apa kontradiktif kan ngomong disini apa diluar ngapain dan itu memang dibutuhin investasi asing semua negara berkembang rebutan masa rebutan jadi antek asheng ya kagak tapi investasi asing itu memang penting asing phobia sampai gampang dibodohin narasi beginian,negatif
yok sama sama kita jaga indonesia kalian para buzzer jangan berantem mulu stop please negara kita otw jadi negara maju dan ini sedang di uji di serang sama asing kita semua harus kompak melawan mereka,positif
wajib export satu pintu cuma pertanyaannya siapa yang juga pintunya jangan jangan yang juga ntr juga maling,netral
jangan tahan napas dulu juni ada beberapa emiten yang ditendang lagi dari bursa asing termasuk goto dan tokped makin terjun bebas deh,negatif
junk food gitu dibilang makan bergizi gratis,negatif
lah siapa mau yang invest dengan hukum yang tidak adil dan banyak nya kasus korup,negatif
kita memiliki banyak kebutuhan mulai dari kebutuhan dasar seperti makanan pakaian rumah hingga kebutuhan hiburan seperti nonton bioskop atau pergi berlibur untuk bisa memenuhi berbagai kebutuhan tersebut kita memerlukan uang tentunya kita menginginkan supaya uang yang digunakan nilainya bisa stabil coba bayangkan apabila uang yang kita gunakan nilainya berubah ubah atau bergejolak contoh ekstremnya hari ini untuk berbelanja kebutuhan bulanan kita harus mengeluarkan uang sebesar rp50000000 tiba tiba bulan depan ketika belanja kebutuhan bulanan lagi dengan jumlah barang yang sama harganya naik menjadi 2x lipat dengan uang yang ada saat ini kita hanya mendapatkan setengah dari kebutuhan bulanan kita artinya nilai uang kita telah berkurang setengah kenaikan harga yang berlebihan dan terjadi dalam waktu singkat seperti ini akan membuat kehidupan masyarakat semakin sulit fenomena kenaikan harga berbagai barang dan jasa secara terus menerus disebut inflasi pada dasarnya perekonomian membutuhkan inflasi dalam tingkat tertentu dan wajar untuk dapat tumbuh namun inflasi yang sangat berlebihan akan sangat merugikan kehidupan kita sehari hari jadi urgensi untuk menjaga stabilitas harga nilai rupiah kita bank indonesia sebagai bank sentral bertugas melaksanakan kebijakan moneter yang salah satu bentuknya adalah menjaga kestabilan harga dengan kata lain bi menjaga tingkat inflasi dalam berada di target inflasi tertentu target inflasi tahun 2023 sebesar 3 1% dan target inflasi tahun 2024 sebesar 25% bagaimana cara bi untuk mencapai target inflasi tersebut bi memiliki beberapa instrumen kebijakan moneter yang dapat digunakan yang sering digunakan adalah kebijakan suku bunga atau bi 7 day reverse rate ke,positif
si paling antek asing dianya jadi babu trump,netral
heran saya negara negara luar br lomba lomba mnciptakan tehnologi ini mlh nyinyir bangsa sendiri sumpah geton bngt gua lihat sdm bodoh mcam ni,negatif
real presidenn omon22 n antek americoo,netral
woi kalau pph21 masih nihil dan makan subsidi pemerintah mending bacotnya tidak usah terlalu keras malu maluin tidak ada kontribusi buat negara tapi ngerasa paling tersakiti,negatif
sampai 20 msh di bilang aman kelewatan si,netral
kesalahannya hanya satu alloh swt tidak pernah di sebut sebut para pejabat negara dalam rangka memajukan kesejahteraan rakyatnya yaa salam yaa rojak,negatif
mantap akal sehat segera revolusi,negatif
tapi banyak negara mau belajar dari indonesia,negatif
tenang di indonesia walaupun inflasi riil diatas 20% tetap diumumkan dibawah 5%,positif
sakarepmu delok wae tambah bosok paling yo lengser,netral
turunkan prabowo secepatnya sebelum negara ini semakin hancur lebur,negatif
alhamdulillah balita dan ibu hamil senang di bagi makanan,negatif
buat bencana di sumutra menjadi bencana nasionsl malu hutang ribuan trilliun tidak malu komplak tidak itu,negatif
harga beras sekarang mahal banged perkilo 14 ribu tak guna beras menumpuk,negatif
presiden nya tidak sekalian dicopot,negatif
terus kamu kn nyoblos ingin keberlajutan ngeluh doank kamu,netral
efek makan bergizi gratis program semrawut pak purbaya baru tau skrng dia pikir gampang jdi menteri di ketawain buk sri anda,negatif
baguslah karena bumn danantara adalah milik bangsa dan negara di bangdingkan dengan perusahaan swasta indonesia yang berorentasi mencari keuntungan yang sebesar 2 nya mereka rela melakukan apa pencurian dan penipuan,negatif
indonesia luat dollar naik hanya sesaat,positif
lebih setuju di dapur sekolah lebih praktis pak dedi,negatif
china kalah telat bravo amerika serikat,netral
indonesia tidak butuh kata kata yang tidak bermanfaat rupiah tetap transasi pembayaran kita tidak butuh dollar amerika tapi rupiah lah yang harus kita tunjukkan untuk dunia rakyat indonesia biasa biasa saja dasar permainan orang kaya yang tidak bermoral,negatif
kalau ada kejanggalan pasti lempar tanggung jawab,netral
sudah ganti saja lah ferry ini ambruk begini ihsg,negatif
bang izin di cliper ya,netral
pak gema jadi dirut bei cocok,netral
mundur az ndk becus urus negara,negatif
arifdirgantoro6824 sudah naik baru beli dollar harusnya beli pas di 15rban,negatif
kalau indonesia bubar pulau jawa harus gabung bangladesh,negatif
bubarin saja lah duitnya buat sekolah gratis sampai sma daripada jadi sarang korupsi,negatif
lebih baik dikasihkan uang saja orang tua sruh masak sesuai menu sehat yang disajikan oleh pemerintah guru ngecek menu yang dibawa anak sekolah,negatif
harusnya seperti cina kuasai teknologi dulu au dihantam dri mana pun tidak bisa harusnya indonesia berpihak 1000 ke rusia disamping sahabat sejati juga bisa dibantu tuk nuklir biar gx slalu di jajah yahudi amerika dan western eropa indonesia bimbang terus harusnya punya prinsip lihat cina rusia berdikari sendiri meski di keroyok banyak negara tetap kuat sebab militernya kuat indonesia ea gx dianggap sama barat malah kpingin di hancurkan dipecah biar diambil resources nya indonesia banyak korupsi kigayg harusnya di hukum mati dan di miskinkan asetnya,negatif
antek antek sewot bentar lagi mati,negatif
nasihat terrbaik keuangan saia adalah : taruh uang disaku mu dan lupakan uang itu,negatif
terlalu takut apa ini yang disebut indonesia negara berpengaruh,positif
mata uang rp melemah petani ditakut takuti masalah musim kemarau padahal masih sering ada hujan curiga dengan masalah indonesia saat ini,negatif
makan bergizi gratis menguras apbn penguasa saat ini seperti dijebak penguasa sebelumnya,negatif
bumn yang ada saja isi nya kbanyakan mafia lah ini mau nambah habis sumber daya alam hanya buat kroco kroco nya,negatif
kalau sekolah libur di makan petugas makan bergizi gratis sendiri,negatif
plin plan padahal sudah swasembada pangan ngapain impor dri amerika pula,negatif
